"subset","url","etag"
"compound_no_source7","https://cellpainting-gallery.s3.amazonaws.com/cpg0042-chandrasekaran-jump/source_all/workspace/profiles/jump-profiling-recipe_2024_598189f/compound_no_source7/profiles_var_mad_int_featselect_harmony/profiles_var_mad_int_featselect_harmony.parquet","35cb79ad41b1a4eb9afeab0d90035dfa-330"
"compound_no_source7_interpretable","https://cellpainting-gallery.s3.amazonaws.com/cpg0042-chandrasekaran-jump/source_all/workspace/profiles/jump-profiling-recipe_2024_598189f/compound_no_source7/profiles_var_mad_int_featselect_harmony/profiles_var_mad_int_featselect.parquet","3ece1cc202c4a2190e84a95a2dd2d6b3-418"
